Item,Description,Quantity On Hand,Quantity On Purchase Order,Price,Width,Height,Depth,Cub. ft,Weight
Cabinets(Villa Cherry):DC2742-Villa Cherry,DC2742-Villa Cherry,6.00 ,5.00 ,449.00 ,24.41,8.86,43.51,5.45,57.73
Cabinets(Villa Cherry):DCMD2430-Villa Cherry,DCMD2430-Villa Cherry Mullion Door Only,17.00 ,0.00 ,199.00 ,16.15,1.78,30.12,0.5,6.6
Cabinets(Villa Cherry):DCMD2436-Villa Cherry,DCMD2436-Villa Cherry Mullion Door Only,15.00 ,5.00 ,229.00 ,16.15,1.78,36.03,0.6,7.92
Cabinets(Villa Cherry):DCMD2442-Villa Cherry,DCMD2442-Villa Cherry Mullion Door Only,5.00 ,5.00 ,249.00 ,16.15,1.78,41.93,0.7,9.24
Cabinets(Villa Cherry):DCMD2736-Villa Cherry,DCMD2736-Villa Cherry Mullion Door Only,5.00 ,10.00 ,229.00 ,16.15,1.78,36.03,0.6,7.92
Cabinets(Villa Cherry):DCMD2742-Villa Cherry,DCMD2742-Villa Cherry Mullion Door Only,8.00 ,5.00 ,249.00 ,16.15,1.78,41.93,0.7,9.24
Cabinets(Villa Cherry):F330-Villa Cherry,F330-Villa Cherry,68.00 ,310.00 ,59.00 ,0.91,0.4,3.17,0.07,1.782
Cabinets(Villa Cherry):F342-Villa Cherry,F342-Villa Cherry,61.00 ,300.00 ,79.00 ,0.91,0.4,4.36,0.09,2.486
Cabinets(Villa Cherry):F396-Villa Cherry,F396-Villa Cherry,23.00 ,360.00 ,149.00 ,1.03,0.79,19.49,0.23,5.698
Cabinets(Villa Cherry):F531A45-Villa Cherry,F531A45-Villa Cherry,9.00 ,5.00 ,139.00 ,0.91,0.63,3.17,0.11,2.42
Cabinets(Villa Cherry):F630-Villa Cherry,F630-Villa Cherry,18.00 ,100.00 ,89.00 ,0.91,0.71,3.17,0.12,3.564
Cabinets(Villa Cherry):F642-Villa Cherry,F642-Villa Cherry,50.00 ,70.00 ,99.00 ,0.91,0.71,4.36,0.17,49.5
Cabinets(Villa Cherry):F696-Villa Cherry,F696-Villa Cherry,20.00 ,95.00 ,209.00 ,1.46,0.99,19.49,0.41,11.396
Cabinets(Villa Cherry):FF396-Villa Cherry,FF396-Villa Cherry,3.00 ,10.00 ,219.00 ,1.03,0.79,19.49,0.23,5.17
Cabinets(Villa Cherry):FFROS3X3-Villa Cherry,FFROS3X3-Villa Cherry,75.00 ,0.00 ,79.00 ,0.42,0.67,0.44,0.01,0.132
Cabinets(Villa Cherry):LRB30-Villa Cherry,LRB30-Villa Cherry,11.00 ,0.00 ,549.00 ,31.5,6.89,38.78,4.87,68.577
Cabinets(Villa Cherry):LRB36-Villa Cherry,LRB36-Villa Cherry,12.00 ,0.00 ,589.00 ,33.08,6.89,37.6,4.96,77.677
Cabinets(Villa Cherry):LRM8-Villa Cherry,LRM8-Villa Cherry,14.00 ,40.00 ,109.00 ,1.03,0.48,19.49,0.14,1.76
Cabinets(Villa Cherry):MCROWN-S-Villa Cherry,MCROWN-S-Villa Cherry,124.00 ,0.00 ,189.00 ,2,3,97,0.337,2.2
Cabinets(Villa Cherry):MCROWN1-Villa Cherry,MCROWN1-Villa Cherry,23.00 ,250.00 ,99.00 ,0.95,0.56,19.49,0.15,1.76
Cabinets(Villa Cherry):MCROWN2-Villa Cherry,MCROWN2-Villa Cherry,73.00 ,170.00 ,109.00 ,0.95,0.79,19.49,0.21,2.86
Cabinets(Villa Cherry):MCROWN3-Villa Cherry,MCROWN3-Villa Cherry,49.00 ,600.00 ,189.00 ,1.15,1.11,19.49,0.36,6.16
Cabinets(Villa Cherry):MCV8-Villa Cherry,MCV8-Villa Cherry,20.00 ,100.00 ,59.00 ,0.52,0.24,9.75,0.07,1.1
Cabinets(Villa Cherry):MOC8-Villa Cherry,MOC8-Villa Cherry,38.00 ,100.00 ,59.00 ,0.32,0.3,9.75,0.06,0.99
Cabinets(Villa Cherry):MSW8-Villa Cherry,MSW8-Villa Cherry,64.00 ,300.00 ,59.00 ,0.18,0.12,4.88,0.03,0.44
Cabinets(Villa Cherry):OC3084-Villa Cherry,OC3084-Villa Cherry  (customer must cut out to install oven),3.00 ,12.00 ,"1,299.00 ",31.5,6.5,85.63,10.14,45.1
Cabinets(Villa Cherry):OC3090-Villa Cherry,OC3090-Villa Cherry  (customer must cut out to install oven),4.00 ,7.00 ,"1,399.00 ",31.5,6.5,91.54,10.84,45.1
Cabinets(Villa Cherry):OC3096-Villa Cherry,OC3096-Villa Cherry  (customer must cut out to install oven),5.00 ,5.00 ,"1,499.00 ",31.5,6.5,97.45,11.54,45.1
Cabinets(Villa Cherry):PEPR335-Villa Cherry,PEPR335-Villa Cherry,29.00 ,20.00 ,139.00 ,26.19,2.17,36.03,1.19,8.712
Cabinets(Villa Cherry):PREPRP1.596-Villa Cherry,PREPRP1.596-Villa Cherry,32.00 ,20.00 ,259.00 ,26.19,2.17,97.45,3.2,20.9
Cabinets(Villa Cherry):REED96-Villa Cherry,REED96-Villa Cherry,2.00-,15.00 ,109.00 ,0.58,0.46,9.75,0.15,0.396
Cabinets(Villa Cherry):SB24-Villa Cherry,SB24-Villa Cherry,17.00 ,20.00 ,299.00 ,25.2,5.71,36.03,3,55
Cabinets(Villa Cherry):SB27-Villa Cherry,SB27-Villa Cherry,7.00 ,15.00 ,319.00 ,28.35,5.71,36.03,3.38,50.6
Cabinets(Villa Cherry):SB30-Villa Cherry,SB30-Villa Cherry,49.00 ,10.00 ,349.00 ,31.5,5.71,36.03,3.75,54
Cabinets(Villa Cherry):SB33-Villa Cherry,SB33-Villa Cherry,14.00 ,0.00 ,369.00 ,33.08,5.71,36.03,3.94,57.2
Cabinets(Villa Cherry):SB36-Villa Cherry,SB36-Villa Cherry,24.00 ,25.00 ,389.00 ,33.08,5.71,37.6,4.11,59.4
Cabinets(Villa Cherry):SB42-Villa Cherry,SB42-Villa Cherry,5.00 ,3.00 ,499.00 ,33.08,5.71,43.51,4.76,74.8
Cabinets(Villa Cherry):SB48-Villa Cherry,SB48-Villa Cherry,6.00 ,8.00 ,559.00 ,33.08,5.71,49.41,5.4,78.1
Cabinets(Villa Cherry):SC2430-Villa Cherry,SC2430-Villa Cherry ***DOOR ON THE,5.00 ,15.00 ,229.00 ,25.2,5.32,31.7,2.46,35.000
Cabinets(Villa Cherry):SC2436-Villa Cherry,SC2436-Villa Cherry ***DOOR ON THE,6.00 ,5.00 ,299.00 ,25.2,5.32,37.6,2.92,42.900
Cabinets(Villa Cherry):SC2442-Villa Cherry,SC2442-Villa Cherry ***DOOR ON THE,4.00 ,15.00 ,339.00 ,25.2,5.32,43.51,3.38,44
Cabinets(Villa Cherry):SC3030-Villa Cherry,SC3030-Villa Cherry ***DOOR ON THE,0.00 ,10.00 ,259.00 ,31.5,5.32,31.7,3.08,46.2
Cabinets(Villa Cherry):SC3036-Villa Cherry,SC3036-Villa Cherry ***DOOR ON THE,3.00 ,10.00 ,319.00 ,31.5,5.32,37.6,3.65,50.6
Cabinets(Villa Cherry):SC3042-Villa Cherry,SC3042-Villa Cherry ***DOOR ON THE,5.00 ,10.00 ,379.00 ,31.5,5.32,43.51,4.22,63.8
Cabinets(Villa Cherry):SCB36-Villa Cherry,SCB36-Villa Cherry ***DOOR ON THE,10.00 ,10.00 ,379.00 ,33.08,5.71,37.6,4.11,61.6
Cabinets(Villa Cherry):SCB42-Villa Cherry,SCB42-Villa Cherry ***DOOR ON THE,12.00 ,0.00 ,409.00 ,33.08,5.71,43.51,4.76,67.1
Cabinets(Villa Cherry):SCER33-Villa Cherry,SCER33-Villa Cherry,18.00 ,15.00 ,659.00 ,33.08,10.04,36.03,6.93,86.249
Cabinets(Villa Cherry):SCER36-Villa Cherry,SCER36-Villa Cherry,53.00 ,5.00 ,729.00 ,36.23,10.04,36.42,7.67,94.832
Cabinets(Villa Cherry):SFC36-Villa Cherry,SFC36-Villa Cherry,14.00 ,11.00 ,229.00 ,37.6,2.96,37.8,2.43,29.04
Cabinets(Villa Cherry):SFC42-Villa Cherry,SFC42-Villa Cherry,2.00 ,10.00 ,339.00 ,43.51,2.96,43.71,3.25,40.304
Cabinets(Villa Cherry):SPTRINGEND-Villa Cherry,SPTRINGEND-Villa Cherry,10.00 ,5.00 ,79.00 ,0.63,0.56,1.11,0.03,0.132
Cabinets(Villa Cherry):TOEKICK-Villa Cherry,TOEKICK-Villa Cherry,530.00 ,734.00 ,39.00 ,0.6,0.3,9.75,0.1,1.43
Cabinets(Villa Cherry):TP3-Villa Cherry,"TP3-Villa Cherry Table Post 3"" X 3""",0.00 ,10.00 ,209.00 ,4.14,35.63,4.34,0.37,0.5
Cabinets(Villa Cherry):U1584-Villa Cherry,U1584-Villa Cherry,1.00 ,10.00 ,729.00 ,25.2,5.71,85.63,7.13,7.7
Cabinets(Villa Cherry):U1590-Villa Cherry,U1590-Villa Cherry,10.00 ,5.00 ,799.00 ,25.2,5.71,91.54,7.62,78.015
Cabinets(Villa Cherry):U1596-Villa Cherry,U1596-Villa Cherry,6.00 ,5.00 ,899.00 ,25.2,5.71,97.45,8.12,82.603
Cabinets(Villa Cherry):U1884-Villa Cherry,U1884-Villa Cherry,12.00 ,15.00 ,759.00 ,25.2,5.71,85.63,7.13,87.2
Cabinets(Villa Cherry):U1890-Villa Cherry,U1890-Villa Cherry,11.00 ,5.00 ,849.00 ,25.2,5.71,91.54,7.62,101.2
Cabinets(Villa Cherry):U1896-Villa Cherry,U1896-Villa Cherry,7.00 ,5.00 ,939.00 ,25.2,5.71,97.45,8.12,110
Cabinets(Villa Cherry):U2484-Villa Cherry,U2484-Villa Cherry,0.00 ,5.00 ,999.00 ,25.2,6.5,85.63,8.12,112.2
Cabinets(Villa Cherry):U2490-Villa Cherry,U2490-Villa Cherry,0.00 ,5.00 ,"1,099.00 ",25.2,6.5,91.54,8.68,109
Cabinets(Villa Cherry):U2496-Villa Cherry,U2496-Villa Cherry,0.00 ,5.00 ,"1,199.00 ",25.2,6.5,97.45,9.23,110
Cabinets(Villa Cherry):V549SC-Villa Cherry,V549SC-Villa Cherry,29.00 ,0.00 ,99.00 ,0.91,0.63,5.06,0.17,116
Cabinets(Villa Cherry):V549ST-Villa Cherry,V549ST-Villa Cherry,14.00 ,10.00 ,99.00 ,0.91,0.63,5.06,0.17,4.29
Cabinets(Villa Cherry):W0930-Villa Cherry,W0930-Villa Cherry,16.00 ,27.00 ,149.00 ,13.39,5.32,31.7,1.31,4.796
Cabinets(Villa Cherry):W0936-Villa Cherry,W0936-Villa Cherry,12.00 ,5.00 ,189.00 ,13.39,5.32,37.6,1.55,32.727
Cabinets(Villa Cherry):W0942-Villa Cherry,W0942-Villa Cherry,7.00 ,0.00 ,209.00 ,13.39,5.32,43.51,1.8,52.5
Cabinets(Villa Cherry):W1230-Villa Cherry,W1230-Villa Cherry,34.00 ,35.00 ,169.00 ,13.39,5.91,31.7,1.45,21.198
Cabinets(Villa Cherry):W1236-Villa Cherry,W1236-Villa Cherry,7.00 ,40.00 ,199.00 ,13.39,5.91,37.6,1.73,29.131
Cabinets(Villa Cherry):W1242-Villa Cherry,W1242-Villa Cherry,7.00 ,10.00 ,229.00 ,13.39,5.91,43.51,2,37.4
Cabinets(Villa Cherry):W1530-Villa Cherry,W1530-Villa Cherry,44.00 ,5.00 ,189.00 ,16.34,5.32,31.7,1.6,28.6
Cabinets(Villa Cherry):W1536-Villa Cherry,W1536-Villa Cherry,12.00 ,25.00 ,219.00 ,16.34,5.32,37.6,1.89,33
Cabinets(Villa Cherry):W1542-Villa Cherry,W1542-Villa Cherry,19.00 ,5.00 ,259.00 ,16.34,5.32,43.51,2.19,38.300
Cabinets(Villa Cherry):W1830-Villa Cherry,W1830-Villa Cherry,31.00 ,14.00 ,199.00 ,19.3,5.32,31.7,1.89,31.700
Cabinets(Villa Cherry):W1836-Villa Cherry,W1836-Villa Cherry,13.00 ,5.00 ,259.00 ,19.3,5.32,37.6,2.24,36.500
Cabinets(Villa Cherry):W1842-Villa Cherry,W1842-Villa Cherry,37.00 ,5.00 ,279.00 ,19.3,5.32,43.51,2.59,46.2
Cabinets(Villa Cherry):W2130-Villa Cherry,W2130-Villa Cherry,24.00 ,8.00 ,219.00 ,22.45,5.32,31.7,2.19,31.9
Cabinets(Villa Cherry):W2136-Villa Cherry,W2136-Villa Cherry,24.00 ,0.00 ,279.00 ,22.45,5.32,37.6,2.6,37.4
Cabinets(Villa Cherry):W2142-Villa Cherry,W2142-Villa Cherry,30.00 ,0.00 ,309.00 ,22.45,5.32,43.51,3.01,44
Cabinets(Villa Cherry):W2424-Villa Cherry,W2424-Villa Cherry,14.00 ,5.00 ,219.00 ,25.2,5.91,25.4,2.19,20.68
Cabinets(Villa Cherry):W2430-Villa Cherry,W2430-Villa Cherry,24.00 ,45.00 ,249.00 ,25.2,5.32,31.7,2.46,28.139
Cabinets(Villa Cherry):W2436-Villa Cherry,W2436-Villa Cherry,24.00 ,25.00 ,309.00 ,25.2,5.32,37.6,2.92,49.5
Cabinets(Villa Cherry):W2442-Villa Cherry,W2442-Villa Cherry,22.00 ,10.00 ,319.00 ,25.2,5.32,43.51,3.38,58.3
Cabinets(Villa Cherry):W2730-Villa Cherry,W2730-Villa Cherry,14.00 ,25.00 ,259.00 ,28.35,5.32,31.7,2.77,46.2
Cabinets(Villa Cherry):W2736-Villa Cherry,W2736-Villa Cherry,6.00 ,10.00 ,319.00 ,28.35,5.32,37.6,3.28,55
Cabinets(Villa Cherry):W2742-Villa Cherry,W2742-Villa Cherry,17.00 ,0.00 ,349.00 ,28.35,5.32,43.51,3.8,61.200
Cabinets(Villa Cherry):W3012-Villa Cherry,W3012-Villa Cherry,31.00 ,35.00 ,169.00 ,13.39,5.91,31.7,1.45,23.1
Cabinets(Villa Cherry):W3015-Villa Cherry,W3015-Villa Cherry,40.00 ,10.00 ,189.00 ,16.34,5.32,31.7,1.6,26.4
Cabinets(Villa Cherry):W3018-Villa Cherry,W3018-Villa Cherry,53.00 ,0.00 ,199.00 ,19.3,5.32,31.7,1.89,28
Cabinets(Villa Cherry):W3024-Villa Cherry,W3024-Villa Cherry,43.00 ,0.00 ,229.00 ,25.2,5.32,31.7,2.46,32
Cabinets(Villa Cherry):W3030-Villa Cherry,W3030-Villa Cherry,47.00 ,8.00 ,299.00 ,31.5,5.32,31.7,3.08,50.6
Cabinets(Villa Cherry):W3036-Villa Cherry,W3036-Villa Cherry,17.00 ,20.00 ,349.00 ,31.5,5.32,37.6,3.65,57.2
Cabinets(Villa Cherry):W3042-Villa Cherry,W3042-Villa Cherry,30.00 ,0.00 ,379.00 ,31.5,5.32,43.51,4.22,68.2
Cabinets(Villa Cherry):W3312-Villa Cherry,W3312-Villa Cherry,17.00 ,0.00 ,179.00 ,13.39,5.91,34.45,1.58,25.3
Cabinets(Villa Cherry):W3315-Villa Cherry,W3315-Villa Cherry,21.00 ,0.00 ,199.00 ,16.34,5.32,34.45,1.74,26.000
Cabinets(Villa Cherry):W3318-Villa Cherry,W3318-Villa Cherry,16.00 ,5.00 ,209.00 ,19.3,5.32,34.45,2.05,30.8
Cabinets(Villa Cherry):W3324-Villa Cherry,W3324-Villa Cherry,12.00 ,6.00 ,249.00 ,25.2,5.32,34.45,2.67,45.1
Cabinets(Villa Cherry):W3330-Villa Cherry,W3330-Villa Cherry,18.00 ,0.00 ,309.00 ,31.5,5.32,34.45,3.34,55
Cabinets(Villa Cherry):W3336-Villa Cherry,W3336-Villa Cherry,11.00 ,5.00 ,359.00 ,34.26,5.32,37.6,3.97,62.7
Cabinets(Villa Cherry):W3342-Villa Cherry,W3342-Villa Cherry,10.00 ,8.00 ,389.00 ,34.26,4.93,43.51,4.25,77
Cabinets(Villa Cherry):W3612-Villa Cherry,W3612-Villa Cherry,13.00 ,15.00 ,199.00 ,13.39,5.91,37.6,1.73,26.4
Cabinets(Villa Cherry):W3615-Villa Cherry,W3615-Villa Cherry,28.00 ,5.00 ,219.00 ,16.34,5.32,37.6,1.89,28
Cabinets(Villa Cherry):W3618-Villa Cherry,W3618-Villa Cherry,2.00 ,25.00 ,239.00 ,19.3,5.32,37.6,2.24,34.100
Cabinets(Villa Cherry):W3624-Villa Cherry,W3624-Villa Cherry,15.00 ,20.00 ,269.00 ,25.2,5.32,37.6,2.92,45
Cabinets(Villa Cherry):W3630-Villa Cherry,W3630-Villa Cherry,16.00 ,20.00 ,329.00 ,31.5,4.93,37.6,3.38,59.4
Cabinets(Villa Cherry):W3636-Villa Cherry,W3636-Villa Cherry,23.00 ,0.00 ,399.00 ,37.41,4.93,37.6,4.01,66
Cabinets(Villa Cherry):W3642-Villa Cherry,W3642-Villa Cherry,18.00 ,5.00 ,429.00 ,37.41,4.93,43.51,4.64,81.4
Cabinets(Villa Cherry):WEC1230-Villa Cherry,WEC1230-Villa Cherry,12.00 ,10.00 ,209.00 ,13.39,13.19,31.7,1.62,20.9
Cabinets(Villa Cherry):WEC1236-Villa Cherry,WEC1236-Villa Cherry,9.00 ,10.00 ,249.00 ,13.39,13.19,37.6,1.93,23
Cabinets(Villa Cherry):WEC1242-Villa Cherry,WEC1242-Villa Cherry,16.00 ,17.00 ,279.00 ,13.39,13.19,43.51,2.23,26.4
Cabinets(Villa Cherry):WMD1530-Villa Cherry,WMD1530-Villa Cherry Mullion Door Only,22.00 ,11.00 ,179.00 ,15.95,1.78,30.12,0.50,8.6
Cabinets(Villa Cherry):WMD1536-Villa Cherry,WMD1536-Villa Cherry Mullion Door Only,7.00 ,10.00 ,199.00 ,15.95,1.78,36.03,0.59,10.2
Cabinets(Villa Cherry):WMD1542-Villa Cherry,VWMD1542-Villa Cherry Mullion Door Only,7.00 ,10.00 ,229.00 ,15.95,1.78,41.93,0.69,12
Cabinets(Villa Cherry):WMD1830-Villa Cherry,WMD1830-Villa Cherry Mullion Door Only,8.00 ,13.00 ,219.00 ,19.10,1.78,30.12,0.59,10.2
Cabinets(Villa Cherry):WMD1836-Villa Cherry,WMD1836-Villa Cherry Mullion Door Only,8.00 ,10.00 ,239.00 ,19.10,1.78,36.03,0.71,12.4
Cabinets(Villa Cherry):WMD1842-Villa Cherry,WMD1842-Villa Cherry Mullion Door Only,12.00 ,5.00 ,269.00 ,19.10,1.78,41.93,0.83,14.8
Cabinets(Villa Cherry):WMD3030-Villa Cherry,WMD3030-Villa Cherry Mullion Doors Only,6.00 ,11.00 ,359.00 ,16.15,2.56,30.12,0.72,16.1
Cabinets(Villa Cherry):WMD3036-Villa Cherry,WMD3036-Villa Cherry Mullion Doors Only,1.00 ,11.00 ,399.00 ,16.15,2.56,36.03,0.87,19.7
Cabinets(Villa Cherry):WMD3042-Villa Cherry,WMD3042-Villa Cherry Mullion Doors Only,9.00 ,5.00 ,439.00 ,16.15,2.56,41.93,1.01,22.8
Cabinets(Villa Cherry):WMD3630-Villa Cherry,WMD3630-Villa Cherry Mullion Doors Only,12.00 ,5.00 ,439.00 ,19.30,2.56,30.12,0.87,19.2
Cabinets(Villa Cherry):WMD3636-Villa Cherry,WMD3636-Villa Cherry Mullion Doors Only,11.00 ,5.00 ,479.00 ,19.30,2.56,36.03,1.03,22.8
Cabinets(Villa Cherry):WMD3642-Villa Cherry,WMD3642-Villa Cherry Mullion Doors Only,10.00 ,5.00 ,539.00 ,19.30,2.56,41.93,1.20,27.4
Cabinets(Villa Cherry):WN630-Villa Cherry,WN630-Villa Cherry,7.00 ,8.00 ,129.00 ,8.08,31.89,13.59,2.03,6.311
Cabinets(Villa Cherry):WN636-Villa Cherry,WN636-Villa Cherry,8.00 ,5.00 ,139.00 ,8.08,37.8,13.59,2.4,7.133
Cabinets(Villa Cherry):WN642-Villa Cherry,WN642-Villa Cherry,6.00 ,10.00 ,149.00 ,8.08,43.71,13.59,2.78,13.2
Cabinets(Villa Cherry):WR3015-Villa Cherry,WR3015-Villa Cherry,9.00 ,15.00 ,319.00 ,32.09,16.93,14.38,4.52,12.1
Cabinets(Villa Cherry):WR3615-Villa Cherry,WR3615-Villa Cherry,2.00 ,20.00 ,359.00 ,38,16.93,14.38,5.35,26.4
FAUCET,,1.00-,0.00 ,,,,,,
FAUCET:LB1C,"LB1C Bathroom Faucet, Chrome Finish",259.00 ,0.00 ,60.00 ,6,3.25,5,0.057,2
FAUCET:LB2C,"LB2C Bathroom Faucet, Chrome Finish",580.00 ,0.00 ,67.00 ,6,8,6,0.167,3
FAUCET:LB3B,"LB3B Bathroom Faucet, Brush Nickel Finish",589.00 ,0.00 ,95.00 ,9.25,3.75,5.88,0.119,3
FAUCET:LB4B,"LB4B Bathroom Faucet, Brush Nickel Finish",203.00 ,0.00 ,199.00 ,13.5,5,6,0.235,6
FAUCET:LB5B,"LB5B Bathroom Faucet  4"" dual handle lavatory faucet with plastic pop-up,  brush nickel finished",540.00 ,0.00 ,149.00 ,6.125,9.625,6.25,0.213,4
FAUCET:LB6B,"LB6B Bathroom Faucet, Brush Nickel Finish",197.00 ,0.00 ,129.00 ,6.125,9.625,6.25,0.213,4
FAUCET:LB7B,"LB7B Bathroom Faucet, Brush Nickel Finish",0.00 ,100.00 ,195.00 ,6.125,9.625,6.25,0.213,4
FAUCET:LB8B,"LB8B Bathroom Faucet, Brush Nickel Finish",0.00 ,100.00 ,155.00 ,6.125,9.625,6.25,0.213,4
FAUCET:LFB107C,LFB107C Faucet,5.00 ,0.00 ,37.00 ,6,3.25,5,0.057,4
FAUCET:LFB108C,LFB108C Faucet,4.00 ,0.00 ,40.00 ,6,8,6,0.167,4
FAUCET:LFB109C,LFB109C Faucet,201.00 ,0.00 ,31.00 ,9.25,3.75,5.88,0.119,4
FAUCET:LFK1004C,LFK1004C Faucet,72.00 ,0.00 ,45.00 ,6,8,6,0.167,4
FAUCET:LFK105C,LFK105C Faucet,0.00 ,0.00 ,43.00 ,6,8,6,0.167,4
FAUCET:LK10B,"LK10B Pull out Kitchen Faucet, Brush Nickel Finish",0.00 ,100.00 ,279.00 ,10,6.13,9.25,0.329,3.000
FAUCET:LK11B,"LK11B Pull out Kitchen Faucet, Brush Nickel Finish",0.00 ,100.00 ,279.00 ,10,6.25,9.25,0.335,2.000
FAUCET:LK12B,"B12-3/4 Dovetailed Drawer,Full Extension,Self Close & Undermount Glides",0.00 ,100.00 ,279.00 ,10,8.75,9,0.456,5.000
FAUCET:LK13B,"LK13B Pull out Kitchen Faucet, Brush Nickel Finis",0.00 ,100.00 ,249.00 ,3.25,18.5,8.25,0.288,6.000
FAUCET:LK14B,"LK14B Pull out Kitchen Faucet, Brush Nickel Finish",0.00 ,100.00 ,199.00 ,3.25,18.5,8.25,0.288,6.000
FAUCET:LK1C-LFK106C,"LFK106C ( LK1C Kitchen Faucet with Shower, Chrome Finish)",682.00 ,0.00 ,70.00 ,10,6.13,9.25,0.329,3.000
FAUCET:LK2C,"LK2C Single Handle Kitchen Faucet, Chrome Finish",312.00 ,0.00 ,72.00 ,10,6.25,9.25,0.335,2.000
FAUCET:LK3B,"LK3B Pull out Kitchen Faucet, Brush Nickel Finish",822.00 ,0.00 ,176.00 ,10,8.75,9,0.456,5.000
FAUCET:LK4B,"LK4B Pull out Kitchen Faucet, Brush Nickel Finish",252.00 ,0.00 ,249.00 ,3.25,18.5,8.25,0.288,6.000
FAUCET:LK5B,LK5B Single handle kitchen faucet brush nickel finish with deckplate,216.00 ,0.00 ,249.00 ,3.25,16.63,8.25,0.259,6.000
FAUCET:LK6B,"LK6B Pull Down Kitchen faucet deckplate, Brush Nickel",92.00 ,0.00 ,259.00 ,2.5,15.75,4.5,0.103,6.000
FAUCET:LK7B,"LK7B Pull out Kitchen Faucet, Brush Nickel Finish",199.00 ,0.00 ,249.00 ,2.5,15.75,4.5,0.103,6
FAUCET:LK8B,LK8B  Kitchen Faucet with Shower  Brush Nickel Finish,300.00 ,0.00 ,159.00 ,2.5,15.75,4.5,0.103,6
FAUCET:LK9B,"LK9B Spring type Kitchen Faucet, Brush Nickel Finish",0.00 ,100.00 ,279.00 ,2.5,15.75,4.5,0.103,10.000
FAUCET:LS101C,LS101C Strainer,118.00 ,0.00 ,18.00 ,3,3,3,0.02,0.5
FAUCET:LS1C,"LS1C Tub and shower, Chrome plated finish",85.00 ,0.00 ,139.00 ,9.5,5.13,7.75,0.219,4
FAUCET:LS2C,"LS2C Single Handle Tub and Shower Faucet, Chrome Finish",250.00 ,0.00 ,139.00 ,9.5,5.13,7.75,0.219,4
FAUCET:LS3B,"LS3B Tub and shower, Brush Nickel finish",164.00 ,0.00 ,195.00 ,9.5,5.13,7.75,0.219,4
FAUCET:LS4B,"LS4B Shower Head, Brush nickel finish",46.00 ,0.00 ,139.00 ,9.5,3.63,6,0.12,3
FAUCET:LS4C,"LS4C Shower Head, Chrome plated finish",27.00 ,0.00 ,125.00 ,9.5,3.63,6,0.12,3
FAUCET:LSD101C,LSD101C Soap Dispenser,21.00 ,0.00 ,39.00 ,2.25,3.5,2.25,0.011,0.5
FAUCET:LSDB,"LSDB Soap Dispenser, Brush Nickel Finish",630.00 ,0.00 ,47.00 ,2.25,3.5,2.25,0.011,0.5
FAUCET:LSDC,"LSDC Soap Dispenser, Chrome Finish",221.00 ,0.00 ,38.00 ,2.25,3.5,2.25,0.011,0.5
Garbage Disposal,,0.00 ,0.00 ,0.00 ,,,,,
Garbage Disposal:Garbage Disposal LGD1,"Garbage Disposal LGD1, 1/2 hp",281.00 ,0.00 ,175.00 ,8,15,8,0.556,9.5
Garbage Disposal:Garbage Disposal LGD2,"Garbage Disposal LGD2, 3/4 hp",259.00 ,0.00 ,205.00 ,8,16,8,0.593,10.5
Garbage Disposal:Garbage Disposal LGD3,"Garbage Disposal LGD3, 1 hp",184.00 ,0.00 ,264.00 ,9,18,9,0.844,14.5
GRANITE VANITY TOPS,,1.00 ,0.00 ,0.00 ,,,,,
GRANITE VANITY TOPS:CULTURED MARBLE VANITY TOPS,,0.00 ,0.00 ,,,,,,
GRANITE VANITY TOPS:CULTURED MARBLE VANITY TOPS:LC1917,CULTURED MARBLE VANITY TOP 19X17  color :White (Sleeve Packing),420.00 ,0.00 ,69.00 ,21,12,19,2.771,12
GRANITE VANITY TOPS:CULTURED MARBLE VANITY TOPS:LC2519,CULTURED MARBLE VANITY TOP 25X19 color :White (Sleeve Packing),69.00 ,80.00 ,89.00 ,27,12,20,3.75,17
GRANITE VANITY TOPS:CULTURED MARBLE VANITY TOPS:LC2522,CULTURED MARBLE VANITY TOP 25X22 color :White (Sleeve Packing),1.00-,384.00 ,120.00 ,27,12,23,4.313,22
GRANITE VANITY TOPS:CULTURED MARBLE VANITY TOPS:LC3122,CULTURED MARBLE VANITY TOP 31X22 color :White (Sleeve Packing),2.00-,448.00 ,144.00 ,33,12,23,5.271,27
GRANITE VANITY TOPS:CULTURED MARBLE VANITY TOPS:LC3719,CULTURED MARBLE VANITY TOP 37X19 color :White (Sleeve Packing),7.00 ,0.00 ,109.00 ,39,12,21,5.688,32
GRANITE VANITY TOPS:CULTURED MARBLE VANITY TOPS:LC3722,CULTURED MARBLE VANITY TOP 37X22 color :White (Sleeve Packing),229.00 ,96.00 ,182.00 ,39,12,24,6.5,37
GRANITE VANITY TOPS:Granite Sample Book,Granite Sample Book,118.00 ,0.00 ,0.00 ,,,,,
GRANITE VANITY TOPS:LGA25224,ABSOLUTE BLACK 25X22 WITH 4'' BACK SPLASH  4'' SPREAD,114.00 ,0.00 ,374.00 ,25,11,22,3.502,51
GRANITE VANITY TOPS:LGA25228,ABSOLUTE BLACK  25X22 WITH 4'' BACK SPLASH  8'' SPREAD,45.00 ,0.00 ,374.00 ,25,11,22,3.502,51
